id,candidate-id,instance-id,instance-name,seed,iteration,result,scenario,trainrep,method
541,99,19,2000-34,369570443,2,38500905,acotsp,9,AD.4
542,100,19,2000-34,369570443,2,37683503,acotsp,9,AD.4
543,101,19,2000-34,369570443,2,48182726,acotsp,9,AD.4
546,104,19,2000-34,369570443,2,38516710,acotsp,9,AD.4
548,106,19,2000-34,369570443,2,34482449,acotsp,9,AD.4
549,107,19,2000-34,369570443,2,39531312,acotsp,9,AD.4
551,109,19,2000-34,369570443,2,44215944,acotsp,9,AD.4
552,110,19,2000-34,369570443,2,41402609,acotsp,9,AD.4
559,117,19,2000-34,369570443,2,38370802,acotsp,9,AD.4
560,118,19,2000-34,369570443,2,37607503,acotsp,9,AD.4
561,119,19,2000-34,369570443,2,39794850,acotsp,9,AD.4
566,124,19,2000-34,369570443,2,35169299,acotsp,9,AD.4
570,70,42,2000-832,1200397753,2,39584307,acotsp,9,AD.4
577,77,42,2000-832,1200397753,2,35188930,acotsp,9,AD.4
584,84,42,2000-832,1200397753,2,40595668,acotsp,9,AD.4
586,86,42,2000-832,1200397753,2,34386021,acotsp,9,AD.4
587,87,42,2000-832,1200397753,2,38432122,acotsp,9,AD.4
589,89,42,2000-832,1200397753,2,34483292,acotsp,9,AD.4
595,95,42,2000-832,1200397753,2,46536732,acotsp,9,AD.4
598,98,42,2000-832,1200397753,2,43334818,acotsp,9,AD.4
599,99,42,2000-832,1200397753,2,39113930,acotsp,9,AD.4
600,100,42,2000-832,1200397753,2,39437329,acotsp,9,AD.4
601,101,42,2000-832,1200397753,2,48403070,acotsp,9,AD.4
604,104,42,2000-832,1200397753,2,40861552,acotsp,9,AD.4
606,106,42,2000-832,1200397753,2,34836830,acotsp,9,AD.4
607,107,42,2000-832,1200397753,2,39110627,acotsp,9,AD.4
609,109,42,2000-832,1200397753,2,44444315,acotsp,9,AD.4
610,110,42,2000-832,1200397753,2,41634051,acotsp,9,AD.4
617,117,42,2000-832,1200397753,2,38356893,acotsp,9,AD.4
618,118,42,2000-832,1200397753,2,38419770,acotsp,9,AD.4
619,119,42,2000-832,1200397753,2,40733065,acotsp,9,AD.4
624,124,42,2000-832,1200397753,2,35243236,acotsp,9,AD.4
630,43,6,2000-222,1883736805,2,32825722,acotsp,9,AD.4
631,19,6,2000-222,1883736805,2,32785824,acotsp,9,AD.4
634,88,6,2000-222,1883736805,2,32725692,acotsp,9,AD.4
638,125,27,2000-529,223318410,3,33116976,acotsp,9,AD.4
640,127,27,2000-529,223318410,3,33039458,acotsp,9,AD.4
641,128,27,2000-529,223318410,3,32923725,acotsp,9,AD.4
642,129,27,2000-529,223318410,3,33383997,acotsp,9,AD.4
643,130,27,2000-529,223318410,3,32695566,acotsp,9,AD.4
644,131,27,2000-529,223318410,3,33364444,acotsp,9,AD.4
645,132,27,2000-529,223318410,3,32856615,acotsp,9,AD.4
646,133,27,2000-529,223318410,3,32699402,acotsp,9,AD.4
647,134,27,2000-529,223318410,3,32593256,acotsp,9,AD.4
648,135,27,2000-529,223318410,3,33017637,acotsp,9,AD.4
649,136,27,2000-529,223318410,3,32992565,acotsp,9,AD.4
650,137,27,2000-529,223318410,3,32828712,acotsp,9,AD.4
651,138,27,2000-529,223318410,3,32592778,acotsp,9,AD.4
653,140,27,2000-529,223318410,3,32625216,acotsp,9,AD.4
654,141,27,2000-529,223318410,3,33695839,acotsp,9,AD.4
655,142,27,2000-529,223318410,3,32692972,acotsp,9,AD.4
656,143,27,2000-529,223318410,3,33287794,acotsp,9,AD.4
657,144,27,2000-529,223318410,3,32843413,acotsp,9,AD.4
658,145,27,2000-529,223318410,3,32889644,acotsp,9,AD.4
659,146,27,2000-529,223318410,3,32997911,acotsp,9,AD.4
660,147,27,2000-529,223318410,3,33524557,acotsp,9,AD.4
661,148,27,2000-529,223318410,3,32964660,acotsp,9,AD.4
662,149,27,2000-529,223318410,3,38814293,acotsp,9,AD.4
663,150,27,2000-529,223318410,3,33091696,acotsp,9,AD.4
665,152,27,2000-529,223318410,3,33312599,acotsp,9,AD.4
666,153,27,2000-529,223318410,3,32885798,acotsp,9,AD.4
667,154,27,2000-529,223318410,3,32760157,acotsp,9,AD.4
668,155,27,2000-529,223318410,3,32610714,acotsp,9,AD.4
669,156,27,2000-529,223318410,3,32776992,acotsp,9,AD.4
671,158,27,2000-529,223318410,3,32599977,acotsp,9,AD.4
672,159,27,2000-529,223318410,3,32673134,acotsp,9,AD.4
673,160,27,2000-529,223318410,3,32791934,acotsp,9,AD.4
674,161,27,2000-529,223318410,3,33673593,acotsp,9,AD.4
675,162,27,2000-529,223318410,3,33674373,acotsp,9,AD.4
676,163,27,2000-529,223318410,3,32706896,acotsp,9,AD.4
677,164,27,2000-529,223318410,3,32707124,acotsp,9,AD.4
678,165,27,2000-529,223318410,3,32728205,acotsp,9,AD.4
680,167,27,2000-529,223318410,3,33449001,acotsp,9,AD.4
681,168,27,2000-529,223318410,3,33229316,acotsp,9,AD.4
682,169,27,2000-529,223318410,3,32584591,acotsp,9,AD.4
683,170,27,2000-529,223318410,3,33147730,acotsp,9,AD.4
684,171,27,2000-529,223318410,3,32851062,acotsp,9,AD.4
685,172,27,2000-529,223318410,3,33083117,acotsp,9,AD.4
686,173,27,2000-529,223318410,3,32683764,acotsp,9,AD.4
687,174,27,2000-529,223318410,3,32805031,acotsp,9,AD.4
688,175,27,2000-529,223318410,3,32970768,acotsp,9,AD.4
689,176,27,2000-529,223318410,3,32745393,acotsp,9,AD.4
690,177,27,2000-529,223318410,3,32578861,acotsp,9,AD.4
691,178,27,2000-529,223318410,3,32903153,acotsp,9,AD.4
692,179,27,2000-529,223318410,3,33723875,acotsp,9,AD.4
693,180,27,2000-529,223318410,3,33093858,acotsp,9,AD.4
694,125,16,2000-329,1099383572,3,33417964,acotsp,9,AD.4
696,127,16,2000-329,1099383572,3,33287641,acotsp,9,AD.4
697,128,16,2000-329,1099383572,3,33276496,acotsp,9,AD.4
698,129,16,2000-329,1099383572,3,33566176,acotsp,9,AD.4
699,130,16,2000-329,1099383572,3,32994869,acotsp,9,AD.4
700,131,16,2000-329,1099383572,3,33440167,acotsp,9,AD.4
701,132,16,2000-329,1099383572,3,33307971,acotsp,9,AD.4
702,133,16,2000-329,1099383572,3,32950533,acotsp,9,AD.4
703,134,16,2000-329,1099383572,3,33091516,acotsp,9,AD.4
704,135,16,2000-329,1099383572,3,33342480,acotsp,9,AD.4
705,136,16,2000-329,1099383572,3,33156923,acotsp,9,AD.4
706,137,16,2000-329,1099383572,3,33207191,acotsp,9,AD.4
707,138,16,2000-329,1099383572,3,32834512,acotsp,9,AD.4
709,140,16,2000-329,1099383572,3,32869314,acotsp,9,AD.4
710,141,16,2000-329,1099383572,3,33946464,acotsp,9,AD.4
711,142,16,2000-329,1099383572,3,32988513,acotsp,9,AD.4
712,143,16,2000-329,1099383572,3,33456266,acotsp,9,AD.4
714,145,16,2000-329,1099383572,3,33222436,acotsp,9,AD.4
715,146,16,2000-329,1099383572,3,33238485,acotsp,9,AD.4
716,147,16,2000-329,1099383572,3,33735397,acotsp,9,AD.4
717,148,16,2000-329,1099383572,3,33284441,acotsp,9,AD.4
718,149,16,2000-329,1099383572,3,39160137,acotsp,9,AD.4
719,150,16,2000-329,1099383572,3,33466359,acotsp,9,AD.4
721,152,16,2000-329,1099383572,3,33527252,acotsp,9,AD.4
722,153,16,2000-329,1099383572,3,33131654,acotsp,9,AD.4
723,154,16,2000-329,1099383572,3,32912687,acotsp,9,AD.4
724,155,16,2000-329,1099383572,3,32866525,acotsp,9,AD.4
725,156,16,2000-329,1099383572,3,33132992,acotsp,9,AD.4
727,158,16,2000-329,1099383572,3,32820754,acotsp,9,AD.4
729,160,16,2000-329,1099383572,3,33069725,acotsp,9,AD.4
730,161,16,2000-329,1099383572,3,33911665,acotsp,9,AD.4
731,162,16,2000-329,1099383572,3,33999609,acotsp,9,AD.4
732,163,16,2000-329,1099383572,3,32966624,acotsp,9,AD.4
733,164,16,2000-329,1099383572,3,32920937,acotsp,9,AD.4
734,165,16,2000-329,1099383572,3,32984556,acotsp,9,AD.4
736,167,16,2000-329,1099383572,3,33652974,acotsp,9,AD.4
737,168,16,2000-329,1099383572,3,33390711,acotsp,9,AD.4
738,169,16,2000-329,1099383572,3,32874889,acotsp,9,AD.4
739,170,16,2000-329,1099383572,3,33456324,acotsp,9,AD.4
740,171,16,2000-329,1099383572,3,33285908,acotsp,9,AD.4
741,172,16,2000-329,1099383572,3,33313910,acotsp,9,AD.4
742,173,16,2000-329,1099383572,3,32931983,acotsp,9,AD.4
743,174,16,2000-329,1099383572,3,33342695,acotsp,9,AD.4
744,175,16,2000-329,1099383572,3,33355466,acotsp,9,AD.4
745,176,16,2000-329,1099383572,3,33067738,acotsp,9,AD.4
746,177,16,2000-329,1099383572,3,32915481,acotsp,9,AD.4
747,178,16,2000-329,1099383572,3,33077986,acotsp,9,AD.4
748,179,16,2000-329,1099383572,3,33930631,acotsp,9,AD.4
749,180,16,2000-329,1099383572,3,33582548,acotsp,9,AD.4
750,125,6,2000-222,1883736805,3,33253595,acotsp,9,AD.4
751,126,6,2000-222,1883736805,3,32971603,acotsp,9,AD.4
752,127,6,2000-222,1883736805,3,33160259,acotsp,9,AD.4
753,128,6,2000-222,1883736805,3,33089127,acotsp,9,AD.4
754,129,6,2000-222,1883736805,3,33396739,acotsp,9,AD.4
755,130,6,2000-222,1883736805,3,32883900,acotsp,9,AD.4
756,131,6,2000-222,1883736805,3,33505411,acotsp,9,AD.4
757,132,6,2000-222,1883736805,3,33034898,acotsp,9,AD.4
758,133,6,2000-222,1883736805,3,32725367,acotsp,9,AD.4
759,134,6,2000-222,1883736805,3,32801513,acotsp,9,AD.4
760,135,6,2000-222,1883736805,3,33097636,acotsp,9,AD.4
761,136,6,2000-222,1883736805,3,33022358,acotsp,9,AD.4
762,137,6,2000-222,1883736805,3,32971799,acotsp,9,AD.4
765,140,6,2000-222,1883736805,3,32824826,acotsp,9,AD.4
766,141,6,2000-222,1883736805,3,33765892,acotsp,9,AD.4
767,142,6,2000-222,1883736805,3,32678345,acotsp,9,AD.4
768,143,6,2000-222,1883736805,3,33349435,acotsp,9,AD.4
769,144,6,2000-222,1883736805,3,32913501,acotsp,9,AD.4
770,145,6,2000-222,1883736805,3,32957888,acotsp,9,AD.4
771,146,6,2000-222,1883736805,3,33223027,acotsp,9,AD.4
772,147,6,2000-222,1883736805,3,33452140,acotsp,9,AD.4
773,148,6,2000-222,1883736805,3,33087642,acotsp,9,AD.4
774,149,6,2000-222,1883736805,3,39065533,acotsp,9,AD.4
775,150,6,2000-222,1883736805,3,33191420,acotsp,9,AD.4
777,152,6,2000-222,1883736805,3,33356215,acotsp,9,AD.4
778,153,6,2000-222,1883736805,3,32858291,acotsp,9,AD.4
779,154,6,2000-222,1883736805,3,32870711,acotsp,9,AD.4
780,155,6,2000-222,1883736805,3,32686145,acotsp,9,AD.4
781,156,6,2000-222,1883736805,3,32909042,acotsp,9,AD.4
783,158,6,2000-222,1883736805,3,32626988,acotsp,9,AD.4
785,160,6,2000-222,1883736805,3,32824582,acotsp,9,AD.4
786,161,6,2000-222,1883736805,3,33703943,acotsp,9,AD.4
787,162,6,2000-222,1883736805,3,33681417,acotsp,9,AD.4
788,163,6,2000-222,1883736805,3,32938982,acotsp,9,AD.4
789,164,6,2000-222,1883736805,3,32645673,acotsp,9,AD.4
790,165,6,2000-222,1883736805,3,32715571,acotsp,9,AD.4
791,166,6,2000-222,1883736805,3,32667364,acotsp,9,AD.4
792,167,6,2000-222,1883736805,3,33532453,acotsp,9,AD.4
793,168,6,2000-222,1883736805,3,33268577,acotsp,9,AD.4
794,169,6,2000-222,1883736805,3,32772575,acotsp,9,AD.4
795,170,6,2000-222,1883736805,3,33318851,acotsp,9,AD.4
796,171,6,2000-222,1883736805,3,33015700,acotsp,9,AD.4
797,172,6,2000-222,1883736805,3,33171790,acotsp,9,AD.4
798,173,6,2000-222,1883736805,3,32747716,acotsp,9,AD.4
799,174,6,2000-222,1883736805,3,33044872,acotsp,9,AD.4
800,175,6,2000-222,1883736805,3,33016382,acotsp,9,AD.4
801,176,6,2000-222,1883736805,3,32830533,acotsp,9,AD.4
802,177,6,2000-222,1883736805,3,32680534,acotsp,9,AD.4
803,178,6,2000-222,1883736805,3,32760381,acotsp,9,AD.4
804,179,6,2000-222,1883736805,3,33773167,acotsp,9,AD.4
805,180,6,2000-222,1883736805,3,33257932,acotsp,9,AD.4
822,141,42,2000-832,1200397753,3,33945596,acotsp,9,AD.4
828,147,42,2000-832,1200397753,3,33611983,acotsp,9,AD.4
830,149,42,2000-832,1200397753,3,39588475,acotsp,9,AD.4
842,161,42,2000-832,1200397753,3,33944234,acotsp,9,AD.4
843,162,42,2000-832,1200397753,3,33943701,acotsp,9,AD.4
857,176,42,2000-832,1200397753,3,33288851,acotsp,9,AD.4
860,179,42,2000-832,1200397753,3,34132057,acotsp,9,AD.4
878,141,45,2000-922,1149153026,3,34005583,acotsp,9,AD.4
884,147,45,2000-922,1149153026,3,33658598,acotsp,9,AD.4
886,149,45,2000-922,1149153026,3,39620285,acotsp,9,AD.4
898,161,45,2000-922,1149153026,3,33995037,acotsp,9,AD.4
899,162,45,2000-922,1149153026,3,33870215,acotsp,9,AD.4
916,179,45,2000-922,1149153026,3,34047675,acotsp,9,AD.4
937,183,10,2000-23,1169479093,4,37010616,acotsp,9,AD.4
940,186,10,2000-23,1169479093,4,39962667,acotsp,9,AD.4
942,188,10,2000-23,1169479093,4,38723314,acotsp,9,AD.4
944,190,10,2000-23,1169479093,4,32945379,acotsp,9,AD.4
947,193,10,2000-23,1169479093,4,33440322,acotsp,9,AD.4
948,194,10,2000-23,1169479093,4,33222610,acotsp,9,AD.4
951,197,10,2000-23,1169479093,4,33047196,acotsp,9,AD.4
952,198,10,2000-23,1169479093,4,32760151,acotsp,9,AD.4
953,199,10,2000-23,1169479093,4,32776507,acotsp,9,AD.4
954,200,10,2000-23,1169479093,4,32945498,acotsp,9,AD.4
955,201,10,2000-23,1169479093,4,33536762,acotsp,9,AD.4
957,203,10,2000-23,1169479093,4,39575227,acotsp,9,AD.4
959,205,10,2000-23,1169479093,4,33007745,acotsp,9,AD.4
961,207,10,2000-23,1169479093,4,33300769,acotsp,9,AD.4
963,209,10,2000-23,1169479093,4,33383058,acotsp,9,AD.4
965,211,10,2000-23,1169479093,4,33238554,acotsp,9,AD.4
966,212,10,2000-23,1169479093,4,32797754,acotsp,9,AD.4
967,213,10,2000-23,1169479093,4,33330087,acotsp,9,AD.4
968,214,10,2000-23,1169479093,4,33135171,acotsp,9,AD.4
970,216,10,2000-23,1169479093,4,33901806,acotsp,9,AD.4
972,218,10,2000-23,1169479093,4,33315381,acotsp,9,AD.4
973,219,10,2000-23,1169479093,4,33191130,acotsp,9,AD.4
974,220,10,2000-23,1169479093,4,33549943,acotsp,9,AD.4
976,222,10,2000-23,1169479093,4,32996761,acotsp,9,AD.4
977,223,10,2000-23,1169479093,4,32784799,acotsp,9,AD.4
979,225,10,2000-23,1169479093,4,32928712,acotsp,9,AD.4
980,226,10,2000-23,1169479093,4,39534010,acotsp,9,AD.4
981,227,10,2000-23,1169479093,4,32851605,acotsp,9,AD.4
984,230,10,2000-23,1169479093,4,33001317,acotsp,9,AD.4
986,232,10,2000-23,1169479093,4,32829916,acotsp,9,AD.4
987,233,10,2000-23,1169479093,4,33138188,acotsp,9,AD.4
989,235,10,2000-23,1169479093,4,33316804,acotsp,9,AD.4
990,236,10,2000-23,1169479093,4,33440139,acotsp,9,AD.4
991,237,10,2000-23,1169479093,4,32959403,acotsp,9,AD.4
992,238,10,2000-23,1169479093,4,33142759,acotsp,9,AD.4
994,182,27,2000-529,223318410,4,32595942,acotsp,9,AD.4
995,183,27,2000-529,223318410,4,37617115,acotsp,9,AD.4
998,186,27,2000-529,223318410,4,40379484,acotsp,9,AD.4
1000,188,27,2000-529,223318410,4,38315096,acotsp,9,AD.4
1002,190,27,2000-529,223318410,4,32892587,acotsp,9,AD.4
1003,191,27,2000-529,223318410,4,32786832,acotsp,9,AD.4
1005,193,27,2000-529,223318410,4,33274263,acotsp,9,AD.4
1006,194,27,2000-529,223318410,4,32956776,acotsp,9,AD.4
1009,197,27,2000-529,223318410,4,32959448,acotsp,9,AD.4
1012,200,27,2000-529,223318410,4,32731973,acotsp,9,AD.4
1013,201,27,2000-529,223318410,4,33267869,acotsp,9,AD.4
1015,203,27,2000-529,223318410,4,39379469,acotsp,9,AD.4
1017,205,27,2000-529,223318410,4,33020665,acotsp,9,AD.4
1019,207,27,2000-529,223318410,4,33065687,acotsp,9,AD.4
1021,209,27,2000-529,223318410,4,33189090,acotsp,9,AD.4
1023,211,27,2000-529,223318410,4,33095370,acotsp,9,AD.4
1024,212,27,2000-529,223318410,4,32712858,acotsp,9,AD.4
1025,213,27,2000-529,223318410,4,33173698,acotsp,9,AD.4
1026,214,27,2000-529,223318410,4,32934410,acotsp,9,AD.4
1028,216,27,2000-529,223318410,4,33734530,acotsp,9,AD.4
1030,218,27,2000-529,223318410,4,33180739,acotsp,9,AD.4
1031,219,27,2000-529,223318410,4,33052898,acotsp,9,AD.4
1032,220,27,2000-529,223318410,4,33368768,acotsp,9,AD.4
1034,222,27,2000-529,223318410,4,32872724,acotsp,9,AD.4
1035,223,27,2000-529,223318410,4,32917592,acotsp,9,AD.4
1037,225,27,2000-529,223318410,4,32725020,acotsp,9,AD.4
1038,226,27,2000-529,223318410,4,38458322,acotsp,9,AD.4
1042,230,27,2000-529,223318410,4,32978708,acotsp,9,AD.4
1043,231,27,2000-529,223318410,4,32616649,acotsp,9,AD.4
1044,232,27,2000-529,223318410,4,32867811,acotsp,9,AD.4
1045,233,27,2000-529,223318410,4,33019725,acotsp,9,AD.4
1047,235,27,2000-529,223318410,4,33101914,acotsp,9,AD.4
1048,236,27,2000-529,223318410,4,33255807,acotsp,9,AD.4
1049,237,27,2000-529,223318410,4,32761746,acotsp,9,AD.4
1050,238,27,2000-529,223318410,4,32939214,acotsp,9,AD.4
1110,182,16,2000-329,1099383572,4,32879745,acotsp,9,AD.4
1111,183,16,2000-329,1099383572,4,37135651,acotsp,9,AD.4
1114,186,16,2000-329,1099383572,4,40208018,acotsp,9,AD.4
1116,188,16,2000-329,1099383572,4,38763921,acotsp,9,AD.4
1118,190,16,2000-329,1099383572,4,33258414,acotsp,9,AD.4
1121,193,16,2000-329,1099383572,4,33481348,acotsp,9,AD.4
1122,194,16,2000-329,1099383572,4,33367019,acotsp,9,AD.4
1125,197,16,2000-329,1099383572,4,33290660,acotsp,9,AD.4
1128,200,16,2000-329,1099383572,4,33335400,acotsp,9,AD.4
1129,201,16,2000-329,1099383572,4,33618332,acotsp,9,AD.4
1131,203,16,2000-329,1099383572,4,39896071,acotsp,9,AD.4
1133,205,16,2000-329,1099383572,4,33082673,acotsp,9,AD.4
1135,207,16,2000-329,1099383572,4,33372325,acotsp,9,AD.4
1137,209,16,2000-329,1099383572,4,33461267,acotsp,9,AD.4
1139,211,16,2000-329,1099383572,4,33191752,acotsp,9,AD.4
1141,213,16,2000-329,1099383572,4,33460249,acotsp,9,AD.4
1142,214,16,2000-329,1099383572,4,33254713,acotsp,9,AD.4
1144,216,16,2000-329,1099383572,4,34076033,acotsp,9,AD.4
1146,218,16,2000-329,1099383572,4,33509619,acotsp,9,AD.4
1147,219,16,2000-329,1099383572,4,33227319,acotsp,9,AD.4
1148,220,16,2000-329,1099383572,4,33576101,acotsp,9,AD.4
1150,222,16,2000-329,1099383572,4,33200294,acotsp,9,AD.4
1151,223,16,2000-329,1099383572,4,33220351,acotsp,9,AD.4
1154,226,16,2000-329,1099383572,4,37803457,acotsp,9,AD.4
1158,230,16,2000-329,1099383572,4,33176690,acotsp,9,AD.4
1160,232,16,2000-329,1099383572,4,33079369,acotsp,9,AD.4
1161,233,16,2000-329,1099383572,4,33144064,acotsp,9,AD.4
1163,235,16,2000-329,1099383572,4,33362443,acotsp,9,AD.4
1164,236,16,2000-329,1099383572,4,33493132,acotsp,9,AD.4
1166,238,16,2000-329,1099383572,4,33332489,acotsp,9,AD.4
1257,198,6,2000-222,1883736805,4,32772839,acotsp,9,AD.4
1270,198,50,2000-940,1412334009,4,32455203,acotsp,9,AD.4
1287,138,14,2000-322,705928827,4,33045342,acotsp,9,AD.4
1300,240,47,2000-936,802371375,5,32704046,acotsp,9,AD.4
1303,243,47,2000-936,802371375,5,33156576,acotsp,9,AD.4
1304,244,47,2000-936,802371375,5,32507848,acotsp,9,AD.4
1306,246,47,2000-936,802371375,5,32508508,acotsp,9,AD.4
1308,248,47,2000-936,802371375,5,33012610,acotsp,9,AD.4
1309,249,47,2000-936,802371375,5,33398289,acotsp,9,AD.4
1311,251,47,2000-936,802371375,5,33570475,acotsp,9,AD.4
1313,253,47,2000-936,802371375,5,32527969,acotsp,9,AD.4
1314,254,47,2000-936,802371375,5,32573323,acotsp,9,AD.4
1315,255,47,2000-936,802371375,5,32495071,acotsp,9,AD.4
1316,256,47,2000-936,802371375,5,32898819,acotsp,9,AD.4
